country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
10016,10016010,菜園里,X010000472,菜園候船室男廁,澎湖縣馬公市菜園里,交通部,23.54925221,119.5954406,特優級,,男廁所,澎湖國家風景區管理處管理課,0
10016,10016010,菜園里,X010000471,菜園里無障礙廁所,澎湖縣馬公市菜園里,交通部,23.555789,119.596729,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處管理課,0
10016,10016010,菜園里,X010000470,菜園里女廁,澎湖縣馬公市菜園里,交通部,23.555789,119.596729,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處管理課,0
10016,10016010,菜園里,X010000469,菜園里男廁,澎湖縣馬公市菜園里,交通部,23.555789,119.596729,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處管理課,0
10016,10016050,東安村,X050000011,網垵口男廁,澎湖縣望安鄉東安村,交通部,23.35640073,119.5030385,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處,0
10016,10016020,潭邊村,X020000042,潭邊社區公廁,澎湖縣湖西鄉潭邊村47-1號,縣市政府,23.59482971,119.607937,特優級,社福機構、集會場所,混合廁所,潭邊社區發展協會,0
10016,10016030,小赤村,X030000040,小赤社區活動中心無障礙廁所,澎湖縣白沙鄉小赤村11-8號,縣市政府,23.65977416,119.5975596,優等級,社福機構、集會場所,無障礙廁所,白沙鄉公所,0
10016,10016030,小赤村,X030000039,小赤社區活動中心廁所,澎湖縣白沙鄉小赤村11-8號,縣市政府,23.6597152,119.5975488,優等級,社福機構、集會場所,混合廁所,白沙鄉公所,0
10016,10016010,中興里,X010000032,觀音亭運動公園北殘廁,澎湖縣馬公市中興里觀音亭園區,縣市政府,23.56848128,119.5630181,特優級,公園,無障礙廁所,林務公園管理所,0
10016,10016010,中興里,X010000031,觀音亭運動公園北女廁,澎湖縣馬公市中興里觀音槀園區,縣市政府,23.56833869,119.5629483,特優級,公園,女廁所,林務公園管理所,0
10016,10016010,中興里,X010000030,觀音亭運動公園北男廁,澎湖縣馬公市中興里觀音亭園區,縣市政府,23.56841245,119.562943,特優級,公園,男廁所,林務公園管理所,0
10016,10016040,外垵村,X040000074,西嶼西臺遊客中心殘廁,,交通部,23.56520656,119.4880342,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處,0
10016,10016040,外垵村,X040000073,西嶼西臺遊客中心女廁,,交通部,23.56520656,119.4881201,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處,0
10016,10016040,外垵村,X040000072,西嶼西臺遊客中心男廁,,交通部,23.56503938,119.4883883,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處,0
10016,10016010,鎖港里,X010000497,澎南圖書分館殘廁,澎湖縣馬公市鎖港里309號,縣市政府,23.52852021,119.6026826,特優級,文化育樂活動場所,無障礙廁所,澎湖縣政府文化局,0
10016,10016010,鎖港里,X010000496,澎南圖書分館女廁,澎湖縣馬公市鎖港里309號,縣市政府,23.52846119,119.6027684,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局,0
10016,10016010,鎖港里,X010000495,澎南圖書分館男廁,澎湖縣馬公市鎖港里309號,縣市政府,23.52844151,119.6026826,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局,0
10016,10016020,湖西村,X020000029,湖西鄉立圖書館女廁,澎湖縣湖西鄉湖西村43-5號,縣市政府,23.58356065,119.6521908,特優級,文化育樂活動場所,女廁所,湖西鄉公所,0
10016,10016020,湖西村,X020000028,湖西鄉立圖書館男廁,澎湖縣湖西鄉湖西村,縣市政府,23.58359998,119.6521747,特優級,文化育樂活動場所,男廁所,湖西鄉公所,0
10016,10016020,菓葉村,X020000133,觀日樓公廁女廁,澎湖縣湖西鄉菓葉村,交通部,23.58035022,119.6800804,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處,0
10016,10016020,菓葉村,X020000132,觀日樓公廁男廁,,交通部,23.5799569,119.6804237,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處,0
10016,10016010,西文里,X010000410,澎湖海洋地質公園中心女廁,澎湖縣馬公市西文里新明路七一號,縣市政府,23.566455,119.579037,特優級,文化育樂活動場所,女廁所,澎湖縣政府旅遊處,0
10016,10016010,西文里,X010000409,澎湖海洋地質公園中心男廁,澎湖縣馬公市西文里新明路七一號,縣市政府,23.566455,119.579037,特優級,文化育樂活動場所,男廁所,澎湖縣政府旅遊處,0
10016,10016020,林投村,X020000112,林投公園男廁(南側),湖西鄉林投公園1-1號,交通部,23.56199077,119.6481407,特優級,公園,男廁所,澎湖國家風景區管理處,0
10016,10016020,隘門村,X020000059,隘門沙灘殘障,湖西鄉隘門村79-1號,交通部,23.55480658,119.6383157,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處,0
10016,10016020,隘門村,X020000058,隘門沙灘女廁,湖西鄉隘門村79-1號,交通部,23.55483117,119.6384203,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處,0
10016,10016010,嵵裡里,X010000524,蒔裡社區公廁女廁,馬公市蒔裡里,其他,23.52495922,119.5703888,特優級,宗教禮儀場所,女廁所,水仙宮管委會,0
10016,10016010,嵵裡里,X010000523,蒔裡社區公廁男廁,馬公市蒔裡里,其他,23.52503791,119.5700455,特優級,宗教禮儀場所,男廁所,水仙宮管委會,0
10016,10016010,光華里,X010000465,澎湖遊客服務中心殘障廁所,澎湖縣馬公市光華里171號,交通部,23.556592,119.606601,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處,0
10016,10016010,光華里,X010000464,澎湖遊客服務中心男廁,澎湖縣馬公市光華里171號,交通部,23.556592,119.606601,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處,0
10016,10016010,光華里,X010000463,澎湖遊客服務中心女廁,澎湖縣馬公市光華里171號,交通部,23.556592,119.606601,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處,0
10016,10016020,龍門村,X020000124,龍門後灣濱海公園女廁,湖西鄉龍門村,交通部,23.5652459,119.682371,特優級,觀光地區及風景區,女廁所,澎湖國家風景區管理處,0
10016,10016020,龍門村,X020000123,龍門後灣濱海公園男廁,湖西鄉龍門村,交通部,23.56541308,119.6825373,特優級,觀光地區及風景區,男廁所,澎湖國家風景區管理處,0
10016,10016010,陽明里,X010000357,澎湖縣圖書館一樓殘障廁,澎湖縣馬公市陽明里中華路236-1號,縣市政府,23.57028087,119.5779848,特優級,文化育樂活動場所,無障礙廁所,澎湖縣政府文化局,0
10016,10016010,陽明里,X010000356,澎湖縣圖書館一樓女廁,澎湖縣馬公市陽明里中華路236-1號,縣市政府,23.5703202,119.5779634,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局,0
10016,10016010,陽明里,X010000355,澎湖縣圖書館一樓男廁,澎湖縣馬公市陽明里中華路236-1號,縣市政府,23.5702022,119.5780009,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局,0
10016,10016010,陽明里,X010000354,演藝廳三樓女廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57157891,119.5781457,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000353,演藝廳三樓男廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57140191,119.5781136,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000352,演藝廳二樓女廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57153958,119.5780921,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000351,演藝廳二樓男廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57149041,119.5782316,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000350,演藝廳一樓女廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57154941,119.578253,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000349,演藝廳一樓男廁,澎湖縣馬公市陽明里中華路230號,縣市政府,23.57148058,119.5781887,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局展演科,0
10016,10016010,陽明里,X010000108,南海碼頭候船室女廁,澎湖縣馬公市新營路100號,縣市政府,23.567122,119.573642,特優級,,女廁所,澎湖縣政府車船管理處,0
10016,10016010,陽明里,X010000107,南海碼頭候船室男廁,澎湖縣馬公市新營路100號,縣市政府,23.567122,119.573642,特優級,,男廁所,澎湖縣政府車船管理處,0
10016,10016050,東安村,X050000014,台灣中油望安加油站男廁,澎湖縣望安鄉東安村2-14號,經濟部,23.36368929,119.5076036,特優級,,男廁所,台灣中油公司望安站,0
10016,10016060,中和村,X060000032,七美鄉立圖書館無障礙廁,澎湖縣七美鄉中和村4鄰3-1號,縣市政府,23.20648296,119.4310427,特優級,文化育樂活動場所,無障礙廁所,七美鄉公所,0
