country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
68000,68000060,埔心里,H060000246,桃園國際機場第二航廈(P4南邊地下停車場)B1-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07559486,121.2310819,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000245,桃園國際機場第二航廈(P4南邊地下停車場)B1-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07468717,121.2302009,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000244,桃園國際機場第二航廈(P4南邊地下停車場)B2-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07584756,121.2319072,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000243,桃園國際機場第二航廈(P4南邊地下停車場)B2-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07583138,121.2318955,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000242,桃園國際機場第二航廈(P4東邊地下停車場)B1-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07605511,121.2313627,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000241,桃園國際機場第二航廈(P4東邊地下停車場)B1-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07605511,121.2313627,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000240,桃園國際機場第二航廈(P4北邊地下停車場)B1-女廁,桃園市大園區埔心里航站南路9號,交通部,25.0769583,121.2305673,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000239,桃園國際機場第二航廈(P4北邊地下停車場)B1-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07691784,121.2305615,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000238,桃園國際機場第二航廈(P4北邊地下停車場)B2-女廁,桃園市大園區埔心里航站南路9號,交通部,25.077333,121.2308583,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000193,桃園國際機場第二航廈(東南邊)3F-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07662769,121.2322281,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000192,桃園國際機場第二航廈(東南邊)3F-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07664262,121.2327497,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000191,桃園國際機場第二航廈(西南)3F-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07675303,121.2321113,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000190,桃園國際機場第二航廈(西南)3F-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07665198,121.2321511,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000189,桃園國際機場第二航廈(入境南邊)1F-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07663728,121.2330115,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000188,桃園國際機場第二航廈(入境南邊)1F-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07685686,121.2331586,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000187,桃園國際機場第二航廈(入境西北)1F-男廁,桃園市大園區埔心里航站南路9號,交通部,25.07754677,121.2313658,特優級,交通,男廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000186,桃園國際機場第二航廈(入境西北)1F-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07737162,121.2315427,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000060,埔心里,H060000185,桃園國際機場第二航廈(入境誠盟)1F-女廁,桃園市大園區埔心里航站南路9號,交通部,25.07642986,121.2321418,特優級,交通,女廁所,桃園國際機場股份有限公司,0
68000,68000070,公西里,H070000097,長庚紀念醫院林口分院病理大樓1F#32檢查區對面(AP0101)女廁,"桃園市龜山區復興街 5 號",縣市政府,25.06112944,121.3675761,特優級,,女廁所,長庚紀念醫院(林口總院),0
68000,68000070,公西里,H070000096,長庚紀念醫院林口分院病理大樓1F#32檢查區對面(AP0101)男廁,"桃園市龜山區復興街 5 號",縣市政府,25.06109057,121.3675761,特優級,,男廁所,長庚紀念醫院(林口總院),0
